/* DATA DESCRIPTION:
Citation:	Barnet, James S K; Littler, Kate; Westerhold, Thomas; Kroon, Dick; Leng, Melanie J; Bailey, Ian; Röhl, Ursula; Zachos, James C (2018): Late Maastrichtian-early Eocene benthic stable carbon and oxygen isotope records from ODP Site 208-1262, South Atlantic [dataset]. College of Engineering, Mathematics and Physical Sciences, University of Exeter, PANGAEA, https://doi.org/10.1594/PANGAEA.884585, 
	In supplement to: Barnet, JSK et al. (2019): A High-Fidelity Benthic Stable Isotope Record of Late Cretaceous–Early Eocene Climate Change and Carbon-Cycling. Paleoceanography and Paleoclimatology, 34(4), 672-691, https://doi.org/10.1029/2019PA003556
Related to:	Barnet, James S K; Littler, Kate; Kroon, Dick; Leng, Melanie J; Westerhold, Thomas; Röhl, Ursula; Zachos, James C (2017): A new high-resolution chronology for the late Maastrichtian warming event: Establishing robust temporal links with the onset of Deccan volcanism. Geology, 46(2), 147-150, https://doi.org/10.1130/G39771.1
	Lauretano, Vittoria; Littler, Kate; Polling, M; Zachos, James C; Lourens, Lucas Joost (2015): Frequency, magnitude and character of hyperthermal events at the onset of the Early Eocene Climatic Optimum. Climate of the Past, 11(10), 1313-1324, https://doi.org/10.5194/cp-11-1313-2015
	Littler, Kate; Röhl, Ursula; Westerhold, Thomas; Zachos, James C (2014): A high-resolution benthic stable-isotope record for the South Atlantic: Implications for orbital-scale changes in Late Paleocene–Early Eocene climate and carbon cycling. Earth and Planetary Science Letters, 401, 18-30, https://doi.org/10.1016/j.epsl.2014.05.054
	McCarren, H; Thomas, E; Hasegawa, Takashi; Röhl, Ursula; Zachos, James C (2008): Depth Dependency of the Paleocene-Eocene carbon isotope excursion: Paired benthic and terrestrial biomarker records (Ocean Drilling Program Leg 208, Walvis Ridge). Geochemistry, Geophysics, Geosystems, 9(10), Q10008, https://doi.org/10.1029/2008GC002116
	Stap, Lennert Bastiaan; Lourens, Lucas Joost; Thomas, E; Sluijs, Appy; Bohaty, Steven M; Zachos, James C (2010): High-resolution deep-sea carbon and oxygen isotope records of Eocene Thermal Maximum 2 and H2. Geology, 38(7), 607-610, https://doi.org/10.1130/G30777.1
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	MEDIAN LATITUDE: -27.185827 * MEDIAN LONGITUDE: 1.576993 * SOUTH-BOUND LATITUDE: -27.186000 * WEST-BOUND LONGITUDE: 1.576980 * NORTH-BOUND LATITUDE: -27.185650 * EAST-BOUND LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T13:00:00 * DATE/TIME END: 2003-03-29T05:15:00
	MINIMUM DEPTH, sediment/rock: 87.7700 m * MAXIMUM DEPTH, sediment/rock: 212.6550 m
Event(s):	208-1262A * LATITUDE: -27.186000 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T13:00:00 * DATE/TIME END: 2003-03-26T12:40:00 * ELEVATION: -4759.0 m * PENETRATION: 161.5 m * RECOVERY: 163.53 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 161.5 m cored; 0 m drilled; 101.3 % recovery
	208-1262B * LATITUDE: -27.185830 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-26T12:40:00 * DATE/TIME END: 2003-03-27T21:25:00 * ELEVATION: -4753.6 m * PENETRATION: 209.9 m * RECOVERY: 212.53 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 23 cores; 209.9 m cored; 0 m drilled; 101.3 % recovery
	208-1262C * LATITUDE: -27.185650 * LONGITUDE: 1.576980 * DATE/TIME START: 2003-03-27T21:25:00 * DATE/TIME END: 2003-03-29T05:15:00 * ELEVATION: -4753.6 m * PENETRATION: 212.5 m * RECOVERY: 125.93 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 14 cores; 122.5 m cored; 90 m drilled; 102.8 % recovery
Parameter(s):	Event label (Event) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	Sample code/label (Sample label) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	Depth, top/min [m] (Depth top) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: mbsf
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: vs. VPDB
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: vs. VPDB
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: midpoint mbsf
	Depth, composite [mcd] (Depth comp) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: midpoint
	AGE [ka BP] (Age) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: this study
	Reference/source (Reference) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: data
	δ18O, adjusted/corrected [‰] (δ18O) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * METHOD/DEVICE: Corrected * COMMENT: corrected to Cibicidoides
	Bottom water temperature [°C] (BWT) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: Cibicidoides
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	30928 data points
*/
Event	Sample label	Depth top [m]	Foram benth δ13C [‰ PDB]	Foram benth δ18O [‰ PDB]	Depth sed [m]	Depth comp [mcd]	Age [ka BP]	Reference	δ18O [‰]	BWT [°C]
208-1262C	208-1262C-13H-4,123-124	199.230	1.61	-0.20	199.2350	220.2750	66234.04	Barnet et al. (2017)	-0.112	10.85
208-1262C	208-1262C-13H-4,126-127	199.260	1.49	0.01	199.2650	220.3050	66235.41	Barnet et al. (2017)	0.124	9.81
208-1262C	208-1262C-13H-4,132-133	199.320	1.47	-0.31	199.3250	220.3650	66238.15	Barnet et al. (2017)	-0.232	11.38
208-1262C	208-1262C-13H-4,135-136	199.350	1.29	-0.33	199.3550	220.3950	66239.52	Barnet et al. (2017)	-0.256	11.49
208-1262C	208-1262C-13H-4,138-139	199.380	1.51	-0.28	199.3850	220.4250	66240.89	Barnet et al. (2017)	-0.205	11.26
208-1262C	208-1262C-13H-4,147-148	199.470	1.60	-0.36	199.4750	220.5150	66245.00	Barnet et al. (2017)	-0.296	11.67
208-1262C	208-1262C-13H-5,0-1	199.500	1.56	-0.33	199.5050	220.5450	66246.37	Barnet et al. (2017)	-0.261	11.51
208-1262C	208-1262C-13H-5,12-13	199.620	1.36	-0.30	199.6250	220.6650	66251.86	Barnet et al. (2017)	-0.221	11.33
208-1262C	208-1262C-13H-5,15-16	199.650	1.21	-0.15	199.6550	220.6950	66253.18	Barnet et al. (2017)	-0.060	10.62
208-1262C	208-1262C-13H-5,18-19	199.680	1.26	-0.10	199.6850	220.7250	66254.27	Barnet et al. (2017)	0.001	10.35
208-1262C	208-1262C-13H-5,27-28	199.770	1.27	-0.02	199.7750	220.8150	66257.54	Barnet et al. (2017)	0.089	9.96
208-1262C	208-1262C-13H-5,30-31	199.800	1.48	-0.17	199.8050	220.8450	66258.63	Barnet et al. (2017)	-0.082	10.72
208-1262C	208-1262C-13H-5,33-34	199.830	1.54	-0.28	199.8350	220.8750	66259.72	Barnet et al. (2017)	-0.201	11.24
208-1262C	208-1262C-13H-5,39-40	199.890	1.64	-0.24	199.8950	220.9350	66261.90	Barnet et al. (2017)	-0.154	11.04
208-1262C	208-1262C-13H-5,45-46	199.950	1.64	-0.22	199.9550	220.9950	66264.08	Barnet et al. (2017)	-0.133	10.94
208-1262C	208-1262C-13H-5,48-49	199.980	1.64	-0.31	199.9850	221.0250	66265.17	Barnet et al. (2017)	-0.233	11.38
208-1262C	208-1262C-13H-5,54-55	200.040	1.52	-0.35	200.0450	221.0850	66267.35	Barnet et al. (2017)	-0.281	11.60
208-1262C	208-1262C-13H-5,57-58	200.070	1.47	-0.26	200.0750	221.1150	66268.44	Barnet et al. (2017)	-0.185	11.17
208-1262C	208-1262C-13H-5,60-61	200.100	1.49	-0.31	200.1050	221.1450	66269.53	Barnet et al. (2017)	-0.240	11.41
208-1262C	208-1262C-13H-5,63-64	200.130	1.42	-0.17	200.1350	221.1750	66270.62	Barnet et al. (2017)	-0.084	10.72
208-1262C	208-1262C-13H-5,69-70	200.190	1.40	-0.14	200.1950	221.2350	66272.80	Barnet et al. (2017)	-0.048	10.56
208-1262C	208-1262C-13H-5,75-76	200.250	1.50	-0.12	200.2550	221.2950	66274.97	Barnet et al. (2017)	-0.028	10.48
208-1262C	208-1262C-13H-5,78-79	200.280	1.44	-0.15	200.2850	221.3250	66276.06	Barnet et al. (2017)	-0.058	10.61
208-1262C	208-1262C-13H-5,84-85	200.340	1.70	-0.05	200.3450	221.3850	66278.24	Barnet et al. (2017)	0.057	10.10
208-1262C	208-1262C-13H-5,90-91	200.400	1.61	-0.18	200.4050	221.4450	66280.42	Barnet et al. (2017)	-0.087	10.74
208-1262C	208-1262C-13H-5,93-94	200.430	1.57	-0.22	200.4350	221.4750	66281.51	Barnet et al. (2017)	-0.133	10.94
208-1262C	208-1262C-13H-5,99-100	200.490	1.46	-0.22	200.4950	221.5350	66283.69	Barnet et al. (2017)	-0.135	10.95
208-1262C	208-1262C-13H-5,105-106	200.550	1.44	-0.25	200.5550	221.5950	66285.87	Barnet et al. (2017)	-0.163	11.07
208-1262C	208-1262C-13H-5,108-109	200.580	1.66	-0.05	200.5850	221.6250	66286.96	Barnet et al. (2017)	0.061	10.08
208-1262C	208-1262C-13H-5,114-115	200.640	1.53	-0.09	200.6450	221.6850	66289.14	Barnet et al. (2017)	0.016	10.28
208-1262C	208-1262C-13H-5,117-118	200.670	1.50	-0.10	200.6750	221.7150	66290.23	Barnet et al. (2017)	0.002	10.34
208-1262C	208-1262C-13H-5,120-121	200.700	1.61	-0.08	200.7050	221.7450	66291.32	Barnet et al. (2017)	0.025	10.24
208-1262C	208-1262C-13H-5,123-124	200.730	1.64	-0.04	200.7350	221.7750	66292.41	Barnet et al. (2017)	0.070	10.05
208-1262C	208-1262C-13H-5,129-130	200.790	1.63	-0.04	200.7950	221.8350	66294.59	Barnet et al. (2017)	0.069	10.05
208-1262C	208-1262C-13H-5,132-133	200.820	1.70	-0.03	200.8250	221.8650	66295.68	Barnet et al. (2017)	0.077	10.01
208-1262C	208-1262C-13H-5,138-139	200.880	1.72	0.00	200.8850	221.9250	66297.86	Barnet et al. (2017)	0.116	9.84
208-1262C	208-1262C-13H-5,144-145	200.940	1.66	-0.04	200.9450	221.9850	66300.04	Barnet et al. (2017)	0.063	10.07
208-1262C	208-1262C-13H-5,147-148	200.970	1.68	-0.09	200.9750	222.0150	66301.13	Barnet et al. (2017)	0.010	10.31
208-1262C	208-1262C-13H-6,0-1	201.000	1.66	-0.08	201.0050	222.0450	66302.22	Barnet et al. (2017)	0.018	10.27
208-1262C	208-1262C-13H-6,3-4	201.030	1.55	-0.11	201.0350	222.0750	66303.31	Barnet et al. (2017)	-0.014	10.42
208-1262C	208-1262C-13H-6,9-10	201.090	1.49	0.04	201.0950	222.1350	66305.49	Barnet et al. (2017)	0.153	9.68
208-1262C	208-1262C-13H-6,12-13	201.120	1.42	0.05	201.1250	222.1650	66306.58	Barnet et al. (2017)	0.172	9.60
208-1262C	208-1262C-13H-6,18-19	201.180	1.49	0.09	201.1850	222.2250	66308.76	Barnet et al. (2017)	0.209	9.43
208-1262C	208-1262C-13H-6,24-25	201.240	1.62	0.16	201.2450	222.2850	66310.94	Barnet et al. (2017)	0.288	9.09
208-1262C	208-1262C-13H-6,27-28	201.270	1.61	0.22	201.2750	222.3150	66312.03	Barnet et al. (2017)	0.354	8.80
208-1262C	208-1262C-13H-6,30-31	201.300	1.56	0.07	201.3050	222.3450	66313.12	Barnet et al. (2017)	0.187	9.53
208-1262C	208-1262C-13H-6,36-37	201.360	1.70	0.16	201.3650	222.4050	66315.29	Barnet et al. (2017)	0.294	9.06
208-1262C	208-1262C-13H-6,39-40	201.390	1.61	0.03	201.3950	222.4350	66316.38	Barnet et al. (2017)	0.147	9.71
208-1262C	208-1262C-13H-6,42-43	201.420	1.67	0.23	201.4250	222.4650	66317.47	Barnet et al. (2017)	0.373	8.72
208-1262C	208-1262C-13H-6,51-52	201.510	1.60	0.14	201.5150	222.5550	66320.74	Barnet et al. (2017)	0.273	9.15
208-1262C	208-1262C-13H-6,54-55	201.540	1.57	0.12	201.5450	222.5850	66321.83	Barnet et al. (2017)	0.247	9.27
208-1262C	208-1262C-13H-6,57-58	201.570	1.57	0.19	201.5750	222.6150	66322.92	Barnet et al. (2017)	0.329	8.91
208-1262C	208-1262C-13H-6,60-61	201.600	1.51	0.19	201.6050	222.6450	66324.01	Barnet et al. (2017)	0.321	8.94
208-1262C	208-1262C-13H-6,66-67	201.660	1.60	0.39	201.6650	222.7050	66326.19	Barnet et al. (2017)	0.547	7.97
208-1262C	208-1262C-13H-6,75-76	201.750	1.60	0.30	201.7550	222.7950	66329.46	Barnet et al. (2017)	0.444	8.41
208-1262C	208-1262C-13H-6,81-82	201.810	1.55	0.18	201.8150	222.8550	66331.64	Barnet et al. (2017)	0.316	8.97
208-1262C	208-1262C-13H-6,87-88	201.870	1.51	0.19	201.8750	222.9150	66333.82	Barnet et al. (2017)	0.325	8.93
208-1262C	208-1262C-13H-6,90-91	201.900	1.41	0.10	201.9050	222.9450	66334.91	Barnet et al. (2017)	0.225	9.36
208-1262C	208-1262C-13H-6,96-97	201.960	1.39	0.25	201.9650	223.0050	66337.09	Barnet et al. (2017)	0.392	8.64
208-1262C	208-1262C-13H-6,102-103	202.020	1.36	0.41	202.0250	223.0650	66339.84	Barnet et al. (2017)	0.574	7.85
208-1262C	208-1262C-13H-6,108-109	202.080	1.77	0.42	202.0850	223.1250	66342.99	Barnet et al. (2017)	0.580	7.82
208-1262C	208-1262C-13H-6,111-112	202.110	1.76	0.36	202.1150	223.1550	66344.57	Barnet et al. (2017)	0.521	8.08
208-1262C	208-1262C-13H-6,117-118	202.170	1.83	0.47	202.1750	223.2150	66347.73	Barnet et al. (2017)	0.642	7.56
208-1262C	208-1262C-13H-7,32-33	202.520	1.81	0.38	202.5250	223.5650	66366.14	Barnet et al. (2017)	0.534	8.02
208-1262C	208-1262C-13H-7,38-39	202.580	1.74	0.33	202.5850	223.6250	66369.30	Barnet et al. (2017)	0.487	8.22
208-1262C	208-1262C-13H-7,44-45	202.640	1.68	0.25	202.6450	223.6850	66372.45	Barnet et al. (2017)	0.391	8.64
208-1262C	208-1262C-13H-7,47-48	202.670	1.59	0.28	202.6750	223.7150	66374.03	Barnet et al. (2017)	0.424	8.50
208-1262C	208-1262C-13H-7,56-57	202.760	1.44	0.22	202.7650	223.8050	66378.76	Barnet et al. (2017)	0.360	8.77
208-1262C	208-1262C-13H-7,59-60	202.790	1.40	0.18	202.7950	223.8350	66380.34	Barnet et al. (2017)	0.310	8.99
208-1262C	208-1262C-13H-7,62-63	202.820	1.70	0.36	202.8250	223.8650	66381.92	Barnet et al. (2017)	0.521	8.08
208-1262C	208-1262C-13H-7,71-72	202.910	1.64	0.32	202.9150	223.9550	66386.66	Barnet et al. (2017)	0.470	8.30
208-1262C	208-1262C-13H-7,74-75	202.940	1.41	0.20	202.9450	223.9850	66388.23	Barnet et al. (2017)	0.333	8.89
208-1262C	208-1262C-13H-7,77-78	202.970	1.48	0.31	202.9750	224.0150	66389.81	Barnet et al. (2017)	0.464	8.32
208-1262C	208-1262C-13H-7,83-84	203.030	1.50	0.39	203.0350	224.0750	66392.97	Barnet et al. (2017)	0.555	7.93
208-1262C	208-1262C-13H-7,92-93	203.120	1.44	0.41	203.1250	224.1650	66397.70	Barnet et al. (2017)	0.568	7.88
208-1262C	208-1262C-13H-7,98-99	203.180	1.27	0.15	203.1850	224.2250	66400.86	Barnet et al. (2017)	0.275	9.14
208-1262C	208-1262C-13H-7,101-102	203.210	1.44	0.42	203.2150	224.2550	66402.44	Barnet et al. (2017)	0.586	7.80
208-1262C	208-1262C-13H-7,104-105	203.240	1.49	0.45	203.2450	224.2850	66404.01	Barnet et al. (2017)	0.613	7.68
208-1262C	208-1262C-13H-7,110-111	203.300	1.38	0.44	203.3050	224.3450	66407.17	Barnet et al. (2017)	0.609	7.70
208-1262C	208-1262C-13H-7,113-114	203.330	1.51	0.38	203.3350	224.3750	66408.75	Barnet et al. (2017)	0.540	8.00
208-1262C	208-1262C-13H-7,116-117	203.360	1.52	0.36	203.3650	224.4050	66410.33	Barnet et al. (2017)	0.516	8.10
208-1262C	208-1262C-13H-7,119-120	203.390	1.38	0.23	203.3950	224.4350	66411.90	Barnet et al. (2017)	0.375	8.71
208-1262B	208-1262B-23H-1,89-90	201.290	1.57	0.36	201.2950	224.4750	66414.01	Barnet et al. (2017)	0.514	8.11
208-1262B	208-1262B-23H-1,95-96	201.350	1.50	0.45	201.3550	224.5350	66417.17	Barnet et al. (2017)	0.623	7.64
208-1262B	208-1262B-23H-1,98-99	201.380	1.43	0.49	201.3850	224.5650	66418.74	Barnet et al. (2017)	0.663	7.47
208-1262B	208-1262B-23H-1,104-105	201.440	1.39	0.42	201.4450	224.6250	66421.90	Barnet et al. (2017)	0.587	7.79
208-1262B	208-1262B-23H-1,110-111	201.500	1.37	0.35	201.5050	224.6850	66425.06	Barnet et al. (2017)	0.502	8.16
208-1262B	208-1262B-23H-1,119-120	201.590	1.43	0.47	201.5950	224.7750	66429.79	Barnet et al. (2017)	0.642	7.56
208-1262B	208-1262B-23H-1,125-126	201.650	1.45	0.46	201.6550	224.8350	66432.95	Barnet et al. (2017)	0.626	7.63
208-1262B	208-1262B-23H-1,134-135	201.740	1.38	0.38	201.7450	224.9250	66437.68	Barnet et al. (2017)	0.538	8.00
208-1262B	208-1262B-23H-1,140-141	201.800	1.38	0.38	201.8050	224.9850	66440.84	Barnet et al. (2017)	0.543	7.98
208-1262B	208-1262B-23H-1,146-147	201.860	1.24	0.35	201.8650	225.0450	66443.99	Barnet et al. (2017)	0.510	8.13
208-1262B	208-1262B-23H-2,2-3	201.920	1.31	0.31	201.9250	225.1050	66447.15	Barnet et al. (2017)	0.463	8.33
208-1262B	208-1262B-23H-2,5-6	201.950	1.29	0.28	201.9550	225.1350	66448.73	Barnet et al. (2017)	0.427	8.48
208-1262B	208-1262B-23H-2,8-9	201.980	1.36	0.35	201.9850	225.1650	66450.31	Barnet et al. (2017)	0.510	8.13
208-1262B	208-1262B-23H-2,14-15	202.040	1.34	0.39	202.0450	225.2250	66453.46	Barnet et al. (2017)	0.548	7.96
208-1262B	208-1262B-23H-2,20-21	202.100	1.48	0.13	202.1050	225.2850	66456.62	Barnet et al. (2017)	0.256	9.23
208-1262B	208-1262B-23H-2,29-30	202.190	1.29	0.27	202.1950	225.3750	66461.35	Barnet et al. (2017)	0.410	8.56
208-1262B	208-1262B-23H-2,35-36	202.250	1.40	0.31	202.2550	225.4350	66464.51	Barnet et al. (2017)	0.465	8.32
208-1262B	208-1262B-23H-2,38-39	202.280	1.33	0.36	202.2850	225.4650	66466.09	Barnet et al. (2017)	0.514	8.11
208-1262B	208-1262B-23H-2,44-45	202.340	1.44	0.37	202.3450	225.5250	66469.24	Barnet et al. (2017)	0.532	8.03
208-1262B	208-1262B-23H-2,47-48	202.370	1.43	0.41	202.3750	225.5550	66470.82	Barnet et al. (2017)	0.575	7.84
208-1262B	208-1262B-23H-2,53-54	202.430	1.27	0.27	202.4350	225.6150	66473.98	Barnet et al. (2017)	0.416	8.53
208-1262B	208-1262B-23H-2,59-60	202.490	1.37	0.28	202.4950	225.6750	66477.13	Barnet et al. (2017)	0.423	8.50
208-1262B	208-1262B-23H-2,68-69	202.580	1.25	0.30	202.5850	225.7650	66481.87	Barnet et al. (2017)	0.454	8.37
208-1262B	208-1262B-23H-2,74-75	202.640	1.17	0.26	202.6450	225.8250	66485.02	Barnet et al. (2017)	0.401	8.60
208-1262B	208-1262B-23H-2,80-81	202.700	1.14	0.25	202.7050	225.8850	66488.18	Barnet et al. (2017)	0.396	8.62
208-1262B	208-1262B-23H-2,89-90	202.790	0.92	0.26	202.7950	225.9750	66492.91	Barnet et al. (2017)	0.401	8.60
208-1262B	208-1262B-23H-2,92-93	202.820	1.35	0.37	202.8250	226.0050	66494.49	Barnet et al. (2017)	0.528	8.05
208-1262B	208-1262B-23H-2,95-96	202.850	1.22	0.38	202.8550	226.0350	66496.07	Barnet et al. (2017)	0.536	8.01
208-1262B	208-1262B-23H-2,101-102	202.910	1.23	0.40	202.9150	226.0950	66499.23	Barnet et al. (2017)	0.560	7.91
208-1262B	208-1262B-23H-2,104-105	202.940	1.30	0.43	202.9450	226.1250	66500.80	Barnet et al. (2017)	0.597	7.75
208-1262B	208-1262B-23H-2,110-111	203.000	1.23	0.33	203.0050	226.1850	66503.96	Barnet et al. (2017)	0.488	8.22
208-1262B	208-1262B-23H-2,116-117	203.060	1.15	0.27	203.0650	226.2450	66507.12	Barnet et al. (2017)	0.421	8.51
208-1262B	208-1262B-23H-2,125-126	203.150	1.09	0.31	203.1550	226.3350	66511.85	Barnet et al. (2017)	0.460	8.34
208-1262B	208-1262B-23H-2,131-132	203.210	1.22	0.38	203.2150	226.3950	66515.01	Barnet et al. (2017)	0.537	8.01
208-1262B	208-1262B-23H-2,134-135	203.240	1.26	0.25	203.2450	226.4250	66516.59	Barnet et al. (2017)	0.394	8.63
208-1262B	208-1262B-23H-2,140-141	203.300	1.37	0.34	203.3050	226.4850	66519.74	Barnet et al. (2017)	0.495	8.19
208-1262B	208-1262B-23H-2,146-147	203.360	1.39	0.33	203.3650	226.5450	66522.90	Barnet et al. (2017)	0.487	8.23
208-1262B	208-1262B-23H-2,149-150	203.390	1.35	0.35	203.3950	226.5750	66524.48	Barnet et al. (2017)	0.509	8.13
208-1262B	208-1262B-23H-3,2-3	203.420	1.32	0.31	203.4250	226.6050	66526.05	Barnet et al. (2017)	0.460	8.34
208-1262B	208-1262B-23H-3,5-6	203.450	1.28	0.30	203.4550	226.6350	66527.63	Barnet et al. (2017)	0.451	8.38
208-1262B	208-1262B-23H-3,11-12	203.510	1.08	0.27	203.5150	226.6950	66530.76	Barnet et al. (2017)	0.411	8.55
208-1262B	208-1262B-23H-3,14-15	203.540	0.98	0.32	203.5450	226.7250	66532.27	Barnet et al. (2017)	0.474	8.28
208-1262B	208-1262B-23H-3,17-18	203.570	1.10	0.22	203.5750	226.7550	66533.79	Barnet et al. (2017)	0.359	8.78
208-1262B	208-1262B-23H-3,20-21	203.600	1.03	0.22	203.6050	226.7850	66535.30	Barnet et al. (2017)	0.354	8.80
208-1262B	208-1262B-23H-3,29-30	203.690	1.23	0.31	203.6950	226.8750	66539.84	Barnet et al. (2017)	0.466	8.32
208-1262B	208-1262B-23H-3,35-36	203.750	1.41	0.28	203.7550	226.9350	66542.87	Barnet et al. (2017)	0.427	8.48
208-1262B	208-1262B-23H-3,38-39	203.780	1.39	0.38	203.7850	226.9650	66544.39	Barnet et al. (2017)	0.544	7.98
208-1262B	208-1262B-23H-3,41-42	203.810	1.38	0.32	203.8150	227.0004	66546.15	Barnet et al. (2017)	0.471	8.29
208-1262C	208-1262C-14H-1,62-63	203.620	1.29	0.34	203.6250	227.0450	66548.43	Barnet et al. (2017)	0.496	8.18
208-1262C	208-1262C-14H-1,65-66	203.650	1.46	0.41	203.6550	227.0750	66549.94	Barnet et al. (2017)	0.573	7.85
208-1262C	208-1262C-14H-1,71-72	203.710	1.45	0.44	203.7150	227.1350	66552.97	Barnet et al. (2017)	0.605	7.72
208-1262C	208-1262C-14H-1,77-78	203.770	1.40	0.43	203.7750	227.1950	66556.00	Barnet et al. (2017)	0.592	7.77
208-1262C	208-1262C-14H-1,80-81	203.800	1.36	0.35	203.8050	227.2250	66557.51	Barnet et al. (2017)	0.503	8.16
208-1262C	208-1262C-14H-1,86-87	203.860	1.33	0.39	203.8650	227.2850	66560.54	Barnet et al. (2017)	0.553	7.94
208-1262C	208-1262C-14H-1,92-93	203.920	1.27	0.33	203.9250	227.3450	66563.57	Barnet et al. (2017)	0.480	8.26
208-1262C	208-1262C-14H-1,95-96	203.950	1.33	0.41	203.9550	227.3750	66565.08	Barnet et al. (2017)	0.568	7.87
208-1262C	208-1262C-14H-1,101-102	204.010	1.30	0.33	204.0150	227.4350	66568.11	Barnet et al. (2017)	0.485	8.24
208-1262C	208-1262C-14H-1,107-108	204.070	1.55	0.44	204.0750	227.4950	66571.14	Barnet et al. (2017)	0.608	7.70
208-1262C	208-1262C-14H-1,110-111	204.100	1.38	0.47	204.1050	227.5250	66572.66	Barnet et al. (2017)	0.642	7.56
208-1262C	208-1262C-14H-1,116-117	204.160	1.52	0.50	204.1650	227.5850	66575.69	Barnet et al. (2017)	0.671	7.43
208-1262C	208-1262C-14H-1,119-120	204.190	1.55	0.51	204.1950	227.6150	66577.20	Barnet et al. (2017)	0.682	7.38
208-1262C	208-1262C-14H-1,122-123	204.220	1.54	0.50	204.2250	227.6450	66578.71	Barnet et al. (2017)	0.670	7.44
208-1262C	208-1262C-14H-1,131-132	204.310	1.49	0.49	204.3150	227.7350	66583.26	Barnet et al. (2017)	0.665	7.46
208-1262C	208-1262C-14H-1,134-135	204.340	1.45	0.47	204.3450	227.7650	66584.77	Barnet et al. (2017)	0.637	7.58
208-1262C	208-1262C-14H-1,140-141	204.400	1.44	0.39	204.4050	227.8250	66587.80	Barnet et al. (2017)	0.554	7.94
208-1262C	208-1262C-14H-1,146-147	204.460	1.43	0.40	204.4650	227.8850	66590.83	Barnet et al. (2017)	0.562	7.90
208-1262C	208-1262C-14H-1,149-150	204.490	1.28	0.31	204.4950	227.9150	66592.34	Barnet et al. (2017)	0.462	8.34
208-1262C	208-1262C-14H-2,2-3	204.520	1.48	0.47	204.5250	227.9450	66593.86	Barnet et al. (2017)	0.644	7.55
208-1262C	208-1262C-14H-2,5-6	204.550	1.40	0.45	204.5550	227.9750	66595.37	Barnet et al. (2017)	0.615	7.67
208-1262C	208-1262C-14H-2,11-12	204.610	1.46	0.47	204.6150	228.0350	66598.40	Barnet et al. (2017)	0.643	7.55
208-1262C	208-1262C-14H-2,14-15	204.640	1.30	0.38	204.6450	228.0650	66599.92	Barnet et al. (2017)	0.543	7.99
208-1262C	208-1262C-14H-2,17-18	204.670	1.50	0.51	204.6750	228.0950	66601.43	Barnet et al. (2017)	0.683	7.38
208-1262C	208-1262C-14H-2,23-24	204.730	1.47	0.53	204.7350	228.1550	66604.46	Barnet et al. (2017)	0.709	7.27
