/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas; Röhl, Ursula; Donner, Barbara; Zachos, James C (2017): (DS01) Benthic stable isotope data for ODP Site 198-1209 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.883334, 
	In supplement to: Westerhold, T et al. (2018): Global extent of early eocene hyperthermal events - a new Pacific benthic foraminiferal isotope record from Shatsky Rise (ODP Site 1209). Paleoceanography and Paleoclimatology, 33(6), 626-642, https://doi.org/10.1029/2017PA003306
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: 32.651700 * LONGITUDE: 158.505983
	DATE/TIME START: 2001-09-18T00:00:00 * DATE/TIME END: 2001-09-23T00:00:00
	MINIMUM DEPTH, sediment/rock: 148.48 m * MAXIMUM DEPTH, sediment/rock: 237.96 m
Event(s):	198-1209 * LATITUDE: 32.651700 * LONGITUDE: 158.505983 * DATE/TIME START: 2001-09-18T00:00:00 * DATE/TIME END: 2001-09-23T00:00:00 * ELEVATION: -2387.3 m * PENETRATION: 865.1 m * RECOVERY: 766 m * LOCATION: North Pacific Ocean * CAMPAIGN: Leg198 * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 83 cores; 759.4 m cored; 105.7 m drilled; 100.9% recovery
Parameter(s):	Sample code/label (Sample label) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Depth, composite revised [rmcd] (Depth comp r) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	AGE [ka BP] (Age) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: Tuned age
	Nuttallides truempyi, δ13C [‰ PDB] (N. truempyi δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Nuttallides truempyi, δ18O [‰ PDB] (N. truempyi δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Oridorsalis umbonatus, δ13C [‰ PDB] (O. umbonatus δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Oridorsalis umbonatus, δ18O [‰ PDB] (O. umbonatus δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: vs. VPDB
	Analytical method (Analyt method) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: Error
	Laboratory (Lab) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Reference/source (Reference) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	14309 data points
*/
Sample label	Depth sed [m]	Depth comp r [rmcd]	Age [ka BP]	N. truempyi δ13C [‰ PDB]	N. truempyi δ18O [‰ PDB]	O. umbonatus δ13C [‰ PDB]	O. umbonatus δ18O [‰ PDB]	Analyt method	Comment	Lab	Reference
198-1209B-25H-2,64-66	225.74	251.970	63150.473	0.8440	0.1730						Westerhold et al. 2011
198-1209B-25H-2,68-70	225.78	252.010	63163.094	0.8490	0.1490						Westerhold et al. 2011
198-1209B-25H-2,72-74	225.82	252.050	63175.714	0.7940	0.0360						Westerhold et al. 2011
198-1209B-25H-2,76-78	225.86	252.090	63188.334	0.7460	0.0560						Westerhold et al. 2011
198-1209B-25H-2,80-82	225.90	252.130	63200.954	0.7500	0.1080						Westerhold et al. 2011
198-1209B-25H-2,84-86	225.94	252.170	63213.574	0.7110	0.0760						Westerhold et al. 2011
198-1209B-25H-2,88-90	225.98	252.210	63226.195	0.8430	0.3440						Westerhold et al. 2011
198-1209B-25H-2,92-94	226.02	252.250	63238.815	0.6970	-0.0830						Westerhold et al. 2011
198-1209B-25H-2,96-98	226.06	252.290	63251.435	0.7640	-0.1090						Westerhold et al. 2011
198-1209B-25H-2,100-102	226.10	252.330	63264.055	0.7650	-0.0220						Westerhold et al. 2011
198-1209B-25H-2,104-106	226.14	252.370	63276.675	0.8890	0.1160						Westerhold et al. 2011
198-1209B-25H-2,108-110	226.18	252.410	63289.295	0.8620	0.0420						Westerhold et al. 2011
198-1209B-25H-2,112-114	226.22	252.450	63301.916	0.8020	0.0060						Westerhold et al. 2011
198-1209B-25H-2,116-118	226.26	252.490	63314.536	0.4870	-0.1930						Westerhold et al. 2011
198-1209B-25H-2,120-122	226.30	252.530	63330.892	0.7330	-0.1560						Westerhold et al. 2011
198-1209B-25H-2,124-126	226.34	252.570	63358.455	0.8850	-0.0410						Westerhold et al. 2011
198-1209B-25H-2,128-130	226.38	252.610	63386.018	0.8230	-0.0050						Westerhold et al. 2011
198-1209B-25H-2,132-134	226.42	252.650	63413.581	0.8820	-0.0330						Westerhold et al. 2011
198-1209B-25H-2,136-138	226.46	252.690	63441.144	0.9100	0.0920						Westerhold et al. 2011
198-1209B-25H-2,140-142	226.50	252.730	63468.707	0.8360	-0.1140						Westerhold et al. 2011
198-1209B-25H-2,144-146	226.54	252.770	63496.270	0.9880	0.0520						Westerhold et al. 2011
198-1209B-25H-2,148-150	226.58	252.810	63523.833	0.8690	0.0230						Westerhold et al. 2011
198-1209B-25H-3,2-4	226.62	252.850	63551.396	0.9480	0.0010						Westerhold et al. 2011
198-1209B-25H-3,6-8	226.66	252.890	63578.959	0.9400	0.1030						Westerhold et al. 2011
198-1209B-25H-3,10-12	226.70	252.930	63606.522	0.9570	0.1220						Westerhold et al. 2011
198-1209B-25H-3,14-16	226.74	252.970	63634.085	0.9740	0.1280						Westerhold et al. 2011
198-1209B-25H-3,18-20	226.78	253.010	63661.648	0.8450	0.0290						Westerhold et al. 2011
198-1209B-25H-3,22-24	226.82	253.050	63689.211	0.8700	-0.0290						Westerhold et al. 2011
198-1209B-25H-3,26-28	226.86	253.090	63709.997	1.0010	0.1110						Westerhold et al. 2011
198-1209B-25H-3,30-32	226.90	253.130	63724.001	0.8300	0.0030						Westerhold et al. 2011
198-1209B-25H-3,34-36	226.94	253.170	63738.002	0.9810	0.0420						Westerhold et al. 2011
198-1209B-25H-3,38-40	226.98	253.210	63752.002	1.0090	0.0060						Westerhold et al. 2011
198-1209B-25H-3,42-44	227.02	253.250	63766.001	1.0210	0.1330						Westerhold et al. 2011
198-1209B-25H-3,46-48	227.06	253.290	63780.000	0.9520	0.0600						Westerhold et al. 2011
198-1209B-25H-3,50-52	227.10	253.330	63794.000	0.9350	-0.0850						Westerhold et al. 2011
198-1209B-25H-3,54-56	227.14	253.370	63807.999	0.9810	-0.0210						Westerhold et al. 2011
198-1209B-25H-3,66-68	227.26	253.490	63842.875	1.1070	-0.0040						Westerhold et al. 2011
198-1209B-25H-3,70-72	227.30	253.530	63854.500	1.1030	-0.0010						Westerhold et al. 2011
198-1209B-25H-3,74-76	227.34	253.570	63866.125	1.1200	0.0260						Westerhold et al. 2011
198-1209B-25H-3,78-80	227.38	253.610	63877.751	1.0210	-0.0710						Westerhold et al. 2011
198-1209B-25H-3,82-84	227.42	253.650	63889.376	1.0090	-0.0110						Westerhold et al. 2011
198-1209B-25H-3,86-88	227.46	253.690	63901.001	1.0770	0.0270						Westerhold et al. 2011
198-1209B-25H-3,90-92	227.50	253.730	63909.280	1.1110	-0.0420						Westerhold et al. 2011
198-1209B-25H-3,94-96	227.54	253.770	63917.559	1.0830	0.0090						Westerhold et al. 2011
198-1209B-25H-3,98-100	227.58	253.810	63925.838	1.1720	0.0870						Westerhold et al. 2011
198-1209B-25H-3,102-104	227.62	253.850	63934.118	1.1000	0.0890						Westerhold et al. 2011
198-1209B-25H-3,106-108	227.66	253.890	63942.397	1.1920	0.1080						Westerhold et al. 2011
198-1209B-25H-3,110-112	227.70	253.930	63950.676	1.0810	0.0170						Westerhold et al. 2011
198-1209B-25H-3,114-116	227.74	253.970	63958.955	1.0780	0.0680						Westerhold et al. 2011
198-1209B-25H-3,118-120	227.78	254.010	63967.234	1.1390	0.1920						Westerhold et al. 2011
198-1209B-25H-3,122-124	227.82	254.050	63975.513	1.0000	0.1180						Westerhold et al. 2011
198-1209B-25H-3,126-128	227.86	254.090	63983.793	1.0820	0.1260						Westerhold et al. 2011
198-1209B-25H-3,130-132	227.90	254.130	63992.720	0.9930	0.1360						Westerhold et al. 2011
198-1209B-25H-3,134-136	227.94	254.170	64003.592	1.0520	0.1030						Westerhold et al. 2011
198-1209B-25H-3,138-140	227.98	254.210	64014.464	1.1900	0.1400						Westerhold et al. 2011
198-1209B-25H-3,142-144	228.02	254.250	64025.336	1.0800	0.1010						Westerhold et al. 2011
198-1209B-25H-3,146-148	228.06	254.290	64036.208	1.1240	0.0770						Westerhold et al. 2011
198-1209B-25H-4,0-2	228.10	254.330	64047.080	1.0390	0.1370						Westerhold et al. 2011
198-1209B-25H-4,4-6	228.14	254.370	64057.952	1.0520	0.0930						Westerhold et al. 2011
198-1209B-25H-4,8-10	228.18	254.410	64068.824	1.0030	0.2120						Westerhold et al. 2011
198-1209B-25H-4,12-14	228.22	254.450	64079.696	0.9350	0.1050						Westerhold et al. 2011
198-1209B-25H-4,16-18	228.26	254.490	64090.568	1.1700	0.2350						Westerhold et al. 2011
198-1209B-25H-4,20-22	228.30	254.530	64103.245	1.0120	0.2410						Westerhold et al. 2011
198-1209B-25H-4,24-26	228.34	254.570	64117.727	0.9410	0.1340						Westerhold et al. 2011
198-1209B-25H-4,32-34	228.42	254.650	64146.690	1.1190	0.2470						Westerhold et al. 2011
198-1209B-25H-4,36-38	228.46	254.690	64161.172	1.0190	0.1020						Westerhold et al. 2011
198-1209B-25H-4,40-42	228.50	254.730	64175.653	1.1280	0.2190						Westerhold et al. 2011
198-1209B-25H-4,44-46	228.54	254.770	64190.135	1.0350	0.2590						Westerhold et al. 2011
198-1209B-25H-4,48-50	228.58	254.810	64204.563	0.9840	0.3520						Westerhold et al. 2011
198-1209B-25H-4,52-54	228.62	254.850	64218.829	1.1290	0.2550						Westerhold et al. 2011
198-1209B-25H-4,60-62	228.70	254.930	64247.362	1.1080	0.1870						Westerhold et al. 2011
198-1209B-25H-4,64-66	228.74	254.970	64261.629	1.0150	0.2540						Westerhold et al. 2011
198-1209B-25H-4,68-70	228.78	255.010	64275.896	0.9650	0.1490						Westerhold et al. 2011
198-1209B-25H-4,72-74	228.82	255.050	64290.162	1.0680	0.1770						Westerhold et al. 2011
198-1209B-25H-4,76-78	228.86	255.090	64304.429	0.9720	0.0890						Westerhold et al. 2011
198-1209B-25H-4,80-82	228.90	255.130	64317.483	0.9530	0.1450						Westerhold et al. 2011
198-1209B-25H-4,84-86	228.94	255.170	64330.132	0.9540	0.2070						Westerhold et al. 2011
198-1209B-25H-4,88-90	228.98	255.210	64342.782	0.9720	0.1690						Westerhold et al. 2011
198-1209B-25H-4,92-94	229.02	255.250	64355.431	1.0860	0.2110						Westerhold et al. 2011
198-1209B-25H-4,96-98	229.06	255.290	64368.081	0.9250	0.0810						Westerhold et al. 2011
198-1209B-25H-4,100-102	229.10	255.330	64380.730	0.9860	0.1860						Westerhold et al. 2011
198-1209B-25H-4,104-106	229.14	255.370	64393.379	1.1430	0.1410						Westerhold et al. 2011
198-1209B-25H-4,108-110	229.18	255.410	64406.029	1.0760	0.2350						Westerhold et al. 2011
198-1209B-25H-4,112-114	229.22	255.450	64418.678	0.9150	0.0420						Westerhold et al. 2011
198-1209B-25H-4,120-122	229.30	255.530	64469.145	0.9700	0.0480						Westerhold et al. 2011
198-1209B-25H-4,124-126	229.34	255.570	64498.572	0.9600	0.0470						Westerhold et al. 2011
198-1209B-25H-4,128-130	229.38	255.610	64528.000	0.9070	-0.0530						Westerhold et al. 2011
198-1209B-25H-4,132-134	229.42	255.650	64541.807	0.9650	0.2100						Westerhold et al. 2011
198-1209B-25H-4,136-138	229.46	255.690	64555.613	0.9840	0.0880						Westerhold et al. 2011
198-1209B-25H-4,140-142	229.50	255.730	64569.420	0.9590	0.0830						Westerhold et al. 2011
198-1209B-25H-4,148-150	229.58	255.810	64597.034	0.8710	0.1480						Westerhold et al. 2011
198-1209B-25H-5,2-4	229.62	255.850	64610.840	0.9180	0.1010						Westerhold et al. 2011
198-1209B-25H-5,6-8	229.66	255.890	64624.647	0.9210	0.1240						Westerhold et al. 2011
198-1209B-25H-5,10-12	229.70	255.930	64637.085	0.9280	0.0600						Westerhold et al. 2011
198-1209B-25H-5,14-16	229.74	255.970	64645.419	0.9310	0.0750						Westerhold et al. 2011
198-1209B-25H-5,18-20	229.78	256.010	64653.752	0.9800	0.0480						Westerhold et al. 2011
198-1209B-25H-5,22-24	229.82	256.050	64662.086	0.9580	0.0860						Westerhold et al. 2011
198-1209B-25H-5,26-28	229.86	256.090	64670.419	0.9720	0.0500						Westerhold et al. 2011
198-1209B-25H-5,30-32	229.90	256.130	64678.752	1.0410	0.0560						Westerhold et al. 2011
198-1209B-25H-5,34-36	229.94	256.170	64687.086	1.0130	0.0450						Westerhold et al. 2011
198-1209B-25H-5,38-40	229.98	256.210	64695.419	1.0750	0.1100						Westerhold et al. 2011
198-1209B-25H-5,42-44	230.02	256.250	64703.753	1.0840	0.0330						Westerhold et al. 2011
198-1209B-25H-5,46-48	230.06	256.290	64712.086	1.0090	0.0830						Westerhold et al. 2011
198-1209B-25H-5,50-52	230.10	256.330	64720.420	1.0810	0.1230						Westerhold et al. 2011
198-1209B-25H-5,54-56	230.14	256.370	64728.753	1.1110	0.0940						Westerhold et al. 2011
198-1209B-25H-5,58-60	230.18	256.410	64737.208	1.0500	0.1000						Westerhold et al. 2011
198-1209B-25H-5,62-64	230.22	256.450	64746.026	1.0610	0.1940						Westerhold et al. 2011
198-1209B-25H-5,66-68	230.26	256.490	64754.844	1.1810	0.1250						Westerhold et al. 2011
198-1209B-25H-5,70-72	230.30	256.530	64763.662	1.1410	0.1510						Westerhold et al. 2011
198-1209B-25H-5,74-76	230.34	256.570	64772.480	1.1270	0.2020						Westerhold et al. 2011
198-1209B-25H-5,78-80	230.38	256.610	64781.298	1.1590	0.1640						Westerhold et al. 2011
198-1209B-25H-5,82-84	230.42	256.650	64790.116	1.1450	0.1820						Westerhold et al. 2011
198-1209B-25H-5,86-88	230.46	256.690	64798.934	1.2300	0.1820						Westerhold et al. 2011
198-1209B-25H-5,90-92	230.50	256.730	64807.752	1.1630	0.1710						Westerhold et al. 2011
198-1209B-25H-5,94-96	230.54	256.770	64816.570	1.1740	0.1610						Westerhold et al. 2011
198-1209B-25H-5,98-100	230.58	256.810	64825.388	1.0170	0.1970						Westerhold et al. 2011
198-1209B-25H-5,102-104	230.62	256.850	64835.847	0.9840	0.0890						Westerhold et al. 2011
198-1209B-25H-5,106-108	230.66	256.890	64851.231	1.0790	0.0870						Westerhold et al. 2011
198-1209B-25H-5,110-112	230.70	256.930	64866.614	1.1150	0.1380						Westerhold et al. 2011
198-1209B-25H-5,114-116	230.74	256.970	64881.998	1.1380	0.1630						Westerhold et al. 2011
198-1209B-25H-5,118-120	230.78	257.010	64897.382	1.0740	0.1120						Westerhold et al. 2011
198-1209B-25H-5,126-128	230.86	257.090	64928.149	1.1780	0.1640						Westerhold et al. 2011
198-1209B-25H-5,130-132	230.90	257.130	64939.020	1.1250	0.1180						Westerhold et al. 2011
198-1209B-25H-5,134-136	230.94	257.170	64948.384	1.1680	0.1530						Westerhold et al. 2011
198-1209B-25H-5,138-140	230.98	257.210	64957.748	1.1780	0.1800						Westerhold et al. 2011
198-1209B-25H-5,142-144	231.02	257.250	64967.112	1.1600	0.1480						Westerhold et al. 2011
198-1209B-25H-5,146-148	231.06	257.290	64976.476	1.2460	0.2030						Westerhold et al. 2011
198-1209B-25H-6,0-2	231.10	257.330	64985.840	1.1760	0.1360						Westerhold et al. 2011
198-1209B-25H-6,4-6	231.14	257.370	64995.204	1.1530	0.1030						Westerhold et al. 2011
198-1209B-25H-6,8-10	231.18	257.410	65004.568	1.1990	0.1760						Westerhold et al. 2011
198-1209B-25H-6,12-14	231.22	257.450	65013.932	1.1590	0.0840						Westerhold et al. 2011
198-1209B-25H-6,16-18	231.26	257.490	65023.297	1.2300	0.1250						Westerhold et al. 2011
198-1209B-25H-6,20-22	231.30	257.530	65032.661	1.1340	0.0550						Westerhold et al. 2011
198-1209B-25H-6,24-26	231.34	257.570	65039.550	1.1030	0.0800						Westerhold et al. 2011
198-1209B-25H-6,28-30	231.38	257.610	65045.612	1.0910	0.0070						Westerhold et al. 2011
198-1209B-25H-6,32-34	231.42	257.650	65051.675	1.1540	0.1140						Westerhold et al. 2011
198-1209B-25H-6,36-38	231.46	257.690	65057.738	1.1830	0.1320						Westerhold et al. 2011
198-1209B-25H-6,40-42	231.50	257.730	65063.800	1.2000	0.1060						Westerhold et al. 2011
198-1209B-25H-6,44-46	231.54	257.770	65069.863	1.2290	0.1080						Westerhold et al. 2011
198-1209B-25H-6,48-50	231.58	257.810	65075.926	1.1470	0.0820						Westerhold et al. 2011
198-1209B-25H-6,52-54	231.62	257.850	65081.988	1.1220	0.0470						Westerhold et al. 2011
198-1209B-25H-6,56-58	231.66	257.890	65088.051	1.1300	-0.0100						Westerhold et al. 2011
198-1209B-25H-6,60-62	231.70	257.930	65094.114	1.0830	0.0140						Westerhold et al. 2011
198-1209B-25H-6,64-66	231.74	257.970	65100.176	1.0820	0.0050						Westerhold et al. 2011
198-1209B-25H-6,68-70	231.78	258.010	65106.239	1.0600	0.0320						Westerhold et al. 2011
198-1209B-25H-6,72-74	231.82	258.046	65111.696	1.2370	0.1300						Westerhold et al. 2011
198-1209B-25H-6,76-78	231.86	258.081	65117.000	1.1240	0.0440						Westerhold et al. 2011
198-1209C-15H-1,46-48	231.46	258.092	65118.668	1.0880	0.0470						Westerhold et al. 2011
198-1209C-15H-1,50-52	231.50	258.134	65125.033	1.0670	0.0740						Westerhold et al. 2011
198-1209C-15H-1,54-56	231.54	258.175	65131.248	1.1110	0.1210						Westerhold et al. 2011
198-1209B-25H-6,88-90	231.98	258.186	65135.109	1.1820	0.1390						Westerhold et al. 2011
198-1209C-15H-1,58-60	231.58	258.217	65151.125	1.1560	0.1200						Westerhold et al. 2011
198-1209B-25H-6,92-94	232.02	258.221	65153.191	1.1950	0.1180						Westerhold et al. 2011
198-1209B-25H-6,96-98	232.06	258.256	65171.273	1.1070	-0.0110						Westerhold et al. 2011
198-1209C-15H-1,62-64	231.62	258.258	65172.307	1.0550	0.0350						Westerhold et al. 2011
198-1209B-25H-6,100-102	232.10	258.291	65189.355	1.0380	0.0300						Westerhold et al. 2011
198-1209C-15H-1,66-68	231.66	258.299	65193.489	0.9950	0.0460						Westerhold et al. 2011
198-1209B-25H-6,104-106	232.14	258.326	65207.438	0.9910	-0.0560						Westerhold et al. 2011
198-1209C-15H-1,70-72	231.70	258.339	65214.154	0.9060	-0.0330						Westerhold et al. 2011
198-1209B-25H-6,108-110	232.18	258.361	65225.237	0.9490	0.0410						Westerhold et al. 2011
198-1209C-15H-1,74-76	231.74	258.379	65229.491	0.9580	0.1110						Westerhold et al. 2011
198-1209B-25H-6,112-114	232.22	258.396	65233.510	1.0090	0.2040						Westerhold et al. 2011
198-1209C-15H-1,78-80	231.78	258.422	65239.655	1.0390	0.1460						Westerhold et al. 2011
198-1209B-25H-6,116-118	232.26	258.430	65241.546	1.0080	0.1040						Westerhold et al. 2011
198-1209C-15H-1,82-84	231.82	258.466	65250.056	1.0370	0.1470						Westerhold et al. 2011
198-1209C-15H-1,86-88	231.86	258.509	65260.220	1.0720	0.1850						Westerhold et al. 2011
198-1209C-15H-1,90-92	231.90	258.547	65269.202	1.0120	0.0570						Westerhold et al. 2011
198-1209C-15H-1,94-96	231.94	258.585	65278.184	1.0890	0.2070						Westerhold et al. 2011
198-1209C-15H-1,98-100	231.98	258.623	65287.166	1.1190	0.2420						Westerhold et al. 2011
198-1209C-15H-1,102-104	232.02	258.662	65296.385	1.1820	0.2070						Westerhold et al. 2011
198-1209C-15H-1,106-108	232.06	258.700	65305.367	1.1760	0.2400						Westerhold et al. 2011
198-1209C-15H-1,110-112	232.10	258.738	65314.349	1.1770	0.2380						Westerhold et al. 2011
198-1209C-15H-1,114-116	232.14	258.776	65323.331	1.1040	0.1870						Westerhold et al. 2011
198-1209C-15H-1,118-120	232.18	258.814	65334.659	1.1340	0.2800						Westerhold et al. 2011
198-1209C-15H-1,122-124	232.22	258.851	65349.601	1.1690	0.2080						Westerhold et al. 2011
198-1209C-15H-1,126-128	232.26	258.888	65364.542	1.2000	0.1860						Westerhold et al. 2011
198-1209C-15H-1,142-144	232.42	259.035	65423.903	1.2110	0.1800						Westerhold et al. 2011
198-1209C-15H-1,146-148	232.46	259.072	65435.922	1.2790	0.3410						Westerhold et al. 2011
198-1209C-15H-2,0-2	232.50	259.109	65441.855	1.3010	0.2960						Westerhold et al. 2011
198-1209C-15H-2,16-18	232.66	259.257	65465.586	1.2350	0.2850						Westerhold et al. 2011
198-1209C-15H-2,24-26	232.74	259.331	65477.452	1.2890	0.2300						Westerhold et al. 2011
198-1209C-15H-2,28-30	232.78	259.367	65483.224	1.2490	0.2070						Westerhold et al. 2011
198-1209C-15H-2,32-34	232.82	259.404	65489.157	1.3540	0.2930						Westerhold et al. 2011
198-1209C-15H-2,36-38	232.86	259.441	65495.090	1.3660	0.3280						Westerhold et al. 2011
198-1209C-15H-2,40-42	232.90	259.478	65501.022	1.3090	0.3200						Westerhold et al. 2011
198-1209C-15H-2,44-46	232.94	259.515	65506.955	1.3280	0.2660						Westerhold et al. 2011
198-1209C-15H-2,48-50	232.98	259.552	65512.888	1.3370	0.2650						Westerhold et al. 2011
198-1209C-15H-2,52-54	233.02	259.589	65518.821	1.2180	0.2280						Westerhold et al. 2011
198-1209C-15H-2,56-58	233.06	259.626	65524.754	1.3770	0.3120						Westerhold et al. 2011
198-1209C-15H-2,60-62	233.10	259.662	65532.424	1.3710	0.3250						Westerhold et al. 2011
198-1209C-15H-2,64-66	233.14	259.699	65541.551	1.4200	0.3010						Westerhold et al. 2011
198-1209C-15H-2,68-70	233.18	259.736	65550.678	1.4220	0.3080						Westerhold et al. 2011
198-1209C-15H-2,72-74	233.22	259.773	65559.804	1.4350	0.2670						Westerhold et al. 2011
198-1209C-15H-2,76-78	233.26	259.810	65568.931	1.4150	0.2740						Westerhold et al. 2011
198-1209C-15H-2,80-82	233.30	259.847	65578.058	1.4080	0.3310						Westerhold et al. 2011
198-1209C-15H-2,84-86	233.34	259.884	65587.185	1.4850	0.2910						Westerhold et al. 2011
198-1209C-15H-2,88-90	233.38	259.921	65596.311	1.4270	0.2490						Westerhold et al. 2011
198-1209C-15H-2,92-94	233.42	259.957	65612.260	1.4430	0.2900						Westerhold et al. 2011
198-1209C-15H-2,96-98	233.46	259.994	65636.772	1.3830	0.2400						Westerhold et al. 2011
198-1209C-15H-2,100-102	233.50	260.031	65661.283	1.5790	0.3320						Westerhold et al. 2011
198-1209C-15H-2,104-106	233.54	260.068	65685.795	1.5230	0.2730						Westerhold et al. 2011
198-1209C-15H-2,108-110	233.58	260.105	65707.937	1.5380	0.2910						Westerhold et al. 2011
198-1209C-15H-2,112-114	233.62	260.148	65715.999	1.3900	0.1900						Westerhold et al. 2011
198-1209C-15H-2,116-118	233.66	260.192	65724.249	1.5840	0.2130						Westerhold et al. 2011
198-1209C-15H-2,120-122	233.70	260.235	65732.311	1.6150	0.3340						Westerhold et al. 2011
198-1209C-15H-2,128-130	233.78	260.322	65748.623	1.6190	0.2900						Westerhold et al. 2011
198-1209A-25H-6,56-58	234.76	261.040	65893.784	1.7000	0.3990						Westerhold et al. 2011
198-1209A-25H-6,60-62	234.80	261.080	65902.394	1.7900	0.4340						Westerhold et al. 2011
198-1209A-25H-6,64-66	234.84	261.120	65911.003	1.5750	0.4490						Westerhold et al. 2011
198-1209C-15H-4,0-2	235.00	261.620	66031.338	1.6570	0.5050						Westerhold et al. 2011
198-1209C-15H-4,4-6	235.04	261.660	66040.672	1.6830	0.4670						Westerhold et al. 2011
198-1209C-15H-4,8-10	235.08	261.700	66050.005	1.8650	0.4730						Westerhold et al. 2011
198-1209C-15H-4,12-14	235.12	261.740	66059.338	1.5170	0.3860						Westerhold et al. 2011
198-1209C-15H-4,24-26	235.24	261.860	66087.337	1.8590	0.3220						Westerhold et al. 2011
198-1209C-15H-4,28-30	235.28	261.900	66096.670	1.4700	0.3410						Westerhold et al. 2011
198-1209C-15H-4,32-34	235.32	261.940	66106.003	1.2830	0.2340						Westerhold et al. 2011
198-1209A-25H-6,148-150	235.68	261.960	66110.670	1.5240	0.3890						Westerhold et al. 2011
198-1209C-15H-4,36-38	235.36	261.980	66115.336	1.3100	0.2850						Westerhold et al. 2011
198-1209A-25H-7,2-4	235.72	262.000	66120.003	1.4150	0.3110						Westerhold et al. 2011
198-1209C-15H-4,40-42	235.40	262.020	66124.574	1.2540	0.1920						Westerhold et al. 2011
198-1209A-25H-7,6-8	235.76	262.040	66129.146	1.3400	0.2000						Westerhold et al. 2011
198-1209C-15H-4,44-46	235.44	262.060	66133.717	1.3020	0.2690						Westerhold et al. 2011
198-1209A-25H-7,10-12	235.80	262.080	66138.288	1.3330	0.2790						Westerhold et al. 2011
198-1209C-15H-4,48-50	235.48	262.100	66142.860	1.3210	0.2990						Westerhold et al. 2011
198-1209A-25H-7,14-16	235.84	262.120	66147.431	1.3610	0.2510						Westerhold et al. 2011
198-1209C-15H-4,52-54	235.52	262.140	66152.002	1.2170	0.2180						Westerhold et al. 2011
198-1209A-25H-7,18-20	235.88	262.160	66156.574	1.3950	0.3340						Westerhold et al. 2011
198-1209C-15H-4,56-58	235.56	262.180	66161.145	1.1370	0.0770						Westerhold et al. 2011
198-1209A-25H-7,22-24	235.92	262.200	66165.716	1.2990	0.1600						Westerhold et al. 2011
198-1209C-15H-4,60-62	235.60	262.220	66170.288	1.2110	0.1160						Westerhold et al. 2011
198-1209A-25H-7,26-28	235.96	262.240	66174.859	1.2970	0.1670						Westerhold et al. 2011
198-1209C-15H-4,64-66	235.64	262.260	66179.430	1.5230	0.3660						Westerhold et al. 2011
198-1209A-25H-7,30-32	236.00	262.280	66184.001	1.2470	0.1340						Westerhold et al. 2011
198-1209C-15H-4,68-70	235.68	262.300	66188.573	1.5070	0.2560						Westerhold et al. 2011
198-1209A-25H-7,34-36	236.04	262.320	66193.144	1.1820	0.0520						Westerhold et al. 2011
198-1209C-15H-4,72-74	235.72	262.340	66197.715	1.3770	0.1020						Westerhold et al. 2011
198-1209C-15H-4,76-78	235.76	262.380	66206.858	1.2190	0.0760						Westerhold et al. 2011
